id,occupancy_status,unit_status,units_in_building,unit_floor,year_built,bedrooms
12120693,1,2,10,5,6,3
12120696,1,6,1,-2,4,3
12120698,1,97,10,5,11,3
12120703,1,80,2,3,6,2
12120712,1,6,2,1,4,2
12120734,1,97,9,5,7,3
12120741,1,5,10,6,5,2
12120761,4,4,2,2,3,2
12120770,1,80,8,1,4,1
12120798,1,6,2,2,6,2
12120799,1,80,4,2,3,1
12120810,1,2,9,3,5,1
12120830,1,97,10,6,5,1
12120835,1,97,9,5,9,2
12120838,1,97,9,5,7,2
12120854,1,32,5,3,2,2
12120855,1,6,3,1,2,3
12120870,1,32,10,5,10,1
12120911,1,2,10,5,5,1
12120913,1,12,6,1,5,2
12120914,1,97,10,5,7,1
12120924,1,32,3,2,11,2
12120950,1,6,2,-2,4,2
12120955,1,80,4,2,4,2
12120962,1,6,2,2,3,2
12120963,1,80,3,-2,3,1
12120970,1,80,2,2,4,2
12120973,1,96,2,1,4,2
12120975,1,32,5,3,4,2
12120983,1,32,8,4,3,1
12120984,1,80,2,2,4,3
12120998,1,6,3,1,9,2
12121003,1,80,3,2,5,2
12121010,1,80,2,2,9,2
12121029,1,32,8,5,5,2
12121062,1,5,10,5,4,3
12121070,1,5,7,2,5,2
12121102,1,90,9,4,4,1
12121108,1,96,10,4,5,1
12121113,1,80,3,2,6,2
12121117,1,80,5,1,2,3
12121122,1,32,8,3,4,1
12121131,1,96,10,5,6,2
12121139,1,32,5,4,3,3
12121151,1,32,9,2,4,1
12121176,1,32,9,5,3,1
12121179,1,6,1,-2,3,3
12121201,1,32,9,1,3,1
12121204,1,6,2,2,3,4
12121217,1,32,6,2,2,0
12121227,1,80,3,0,4,1
12121242,1,32,9,3,3,0
12121299,4,4,4,1,2,1
12121310,1,12,8,5,2,2
12121321,4,4,1,-1,2,2
12121323,1,6,1,-2,1,5
12121333,1,5,6,3,5,4
12121351,1,97,9,2,8,1
12121356,1,80,3,1,4,1
12121371,1,80,3,0,4,1
12121400,1,32,10,6,6,3
12121414,4,4,8,5,5,2
12121415,1,2,9,5,6,1
12121427,1,5,10,1,5,3
12121448,1,96,10,6,6,2
12121450,1,32,10,2,4,1
12121457,1,80,3,2,10,2
12121463,4,4,8,3,4,1
12121464,4,4,5,1,4,1
12121476,1,32,6,2,4,3
12121498,1,5,9,1,5,2
12121520,4,4,4,2,4,3
12121528,1,32,8,3,4,1
12121543,1,5,6,1,4,1
12121559,1,32,9,2,6,1
12121562,1,6,2,2,4,3
12121579,1,32,8,5,3,1
12121592,1,32,8,2,10,1
12121593,1,97,10,-1,11,3
12121611,1,32,8,3,3,1
12121646,1,5,8,5,5,2
12121654,1,80,5,3,4,2
12121692,1,32,8,3,3,2
12121708,4,4,2,1,10,2
12121729,1,32,10,5,3,1
12121746,1,6,1,-2,4,3
12121747,1,96,10,5,6,1
12121751,1,6,1,-2,2,3
12121753,1,6,2,0,5,2
12121769,1,80,3,2,4,3
12121784,2,32,10,6,5,1
12121803,1,97,10,5,6,1
12121804,1,80,5,2,8,2
12121806,1,6,2,2,2,2
12121837,1,80,3,1,6,2
12121856,1,6,1,-2,2,2
12121858,1,6,1,-2,3,2
12121865,1,97,10,6,7,2
12121885,1,80,2,1,5,3
12121893,1,32,6,1,5,2
12121903,1,5,9,4,7,3
12121913,1,32,5,2,4,1
12121924,1,80,10,5,7,2
12121941,1,96,2,1,10,6
12121959,1,5,9,3,5,2
12121973,4,4,10,1,1,2
12121976,1,6,1,-2,3,4
12121983,1,32,5,3,4,2
12121988,1,80,5,3,1,1
12121998,1,80,10,6,6,2
12122000,1,32,10,5,11,2
12122048,1,32,8,3,1,1
12122049,1,5,10,6,6,1
12122056,1,80,2,1,10,2
12122057,1,80,2,1,4,1
12122081,1,80,4,1,4,1
12122082,1,80,3,4,1,1
12122083,1,32,8,3,2,1
12122095,1,5,8,3,5,1
12122105,1,5,9,1,6,2
12122107,4,4,2,2,2,2
12122112,1,90,8,4,3,3
12122115,1,12,6,2,10,2
12122143,1,80,2,2,4,4
12122167,1,80,3,3,1,3
12122169,1,80,3,2,4,1
12122178,1,5,7,4,6,3
12122198,1,32,8,2,2,2
12122253,1,80,8,3,4,4
12122257,1,6,3,3,6,3
12122322,1,80,5,3,2,3
12122335,1,80,4,4,1,2
12122338,1,6,2,1,3,5
12122375,1,80,2,1,2,2
12122382,1,80,10,6,6,1
12122389,1,90,8,-1,3,1
12122390,1,32,9,1,1,2
12122393,1,32,9,2,3,1
12122395,1,5,9,0,7,1
12122397,1,5,9,5,6,2
12122398,1,5,9,5,5,1
12122413,1,32,5,2,4,2
12122421,1,80,10,5,6,2
12122433,1,80,2,1,6,2
12122437,1,80,10,1,6,1
12122465,1,80,9,5,5,3
12122481,1,80,4,3,1,1
12122485,1,32,10,1,11,3
12122510,1,80,9,3,3,0
12122545,1,6,3,2,6,3
12122552,1,32,10,5,11,2
12122556,4,4,9,2,6,0
12122572,1,6,2,1,6,2
12122574,1,6,1,-2,1,3
12122575,1,6,1,-2,3,3
12122596,2,32,5,2,4,2
12122607,1,6,3,1,4,3
12122617,1,80,9,1,4,3
12122640,1,80,5,2,4,2
12122645,1,32,7,1,2,1
12122646,1,2,8,2,5,1
12122658,1,5,8,5,5,2
12122686,1,5,10,6,6,2
12122707,1,80,10,5,6,2
12122716,1,2,6,5,4,1
12122738,1,5,9,5,5,4
12122758,1,12,5,3,10,2
12122815,1,5,8,5,6,2
12122835,1,80,5,2,4,1
12122842,1,32,8,4,3,1
12122844,1,2,5,2,3,2
12122846,1,32,8,4,2,0
12122877,4,4,2,2,2,3
12122882,1,80,3,1,3,2
12122886,1,80,4,1,4,1
12122905,1,6,2,1,2,2
12122917,1,80,3,2,8,2
12122932,1,5,8,5,5,2
12122973,1,6,2,3,10,3
12122974,1,5,8,5,4,2
12122993,1,80,3,2,1,1
12123000,1,2,8,2,2,2
12123011,1,32,5,2,2,2
12123015,2,32,10,4,2,1
12123023,1,96,10,6,6,1
12123028,1,80,3,2,1,2
12123031,1,32,9,2,3,1
12123063,1,6,1,-2,2,3
12123064,1,32,10,6,5,2
12123065,1,6,1,-2,3,3
12123077,2,32,10,5,11,1
12123106,1,6,1,-2,3,4
12123115,1,6,1,-2,4,5
12123123,2,32,10,6,11,2
12123133,1,32,8,4,3,1
12123150,4,4,4,3,6,1
12123153,1,80,3,1,4,2
12123156,1,6,1,-2,3,4
12123164,1,6,2,0,2,2
12123169,1,32,4,3,4,2
12123170,1,12,10,4,8,1
12123185,1,5,9,5,5,2
12123197,1,32,8,5,4,1
12123208,2,80,10,1,3,2
12123209,1,12,10,1,6,1
12123221,1,80,9,4,11,1
12123226,1,80,3,1,2,3
12123235,1,32,5,3,10,1
12123237,1,32,8,2,3,1
12123242,1,80,2,2,10,3
12123245,1,96,10,4,6,1
12123254,1,80,1,-2,3,3
12123263,1,32,5,1,3,3
12123274,1,80,5,4,1,1
12123278,1,5,10,5,5,1
12123280,1,80,8,4,4,2
12123283,1,6,2,1,6,2
12123289,1,96,10,6,6,1
12123290,1,32,8,4,3,1
12123294,1,80,10,5,11,2
12123348,1,96,9,4,4,1
12123355,1,80,4,2,3,1
12123362,1,12,5,4,5,3
12123368,1,6,2,1,2,5
12123373,1,32,9,4,4,2
12123381,1,32,9,5,4,1
12123409,1,80,3,1,2,4
12123430,1,80,2,2,3,3
12123445,1,97,10,3,5,3
12123446,1,80,3,2,2,2
12123448,1,32,6,3,1,0
12123469,1,5,2,2,6,3
12123489,1,12,3,1,10,3
12123519,1,32,9,5,3,2
12123533,1,80,5,2,3,1
12123540,4,4,9,3,6,1
12123587,1,12,4,2,1,2
12123591,1,80,8,1,1,0
12123600,1,96,10,4,6,1
12123602,1,97,8,5,7,3
12123605,1,5,8,5,4,4
12123610,1,32,7,1,2,1
12123621,1,80,7,3,4,1
12123626,1,80,8,2,3,6
12123668,1,6,4,2,4,6
12123672,1,80,9,1,3,2
12123678,1,80,9,5,11,2
12123724,1,32,8,5,4,1
12123728,1,5,9,1,6,3
12123731,1,32,5,3,3,2
12123733,1,80,2,2,1,2
12123742,4,4,4,-1,11,1
12123743,1,80,1,-2,3,4
12123773,1,6,1,-2,4,3
12123792,1,2,10,5,6,2
12123801,1,2,9,5,5,1
12123809,1,32,7,4,4,1
12123810,1,5,10,4,6,3
12123817,1,80,2,3,4,2
12123826,1,80,3,2,1,2
12123830,1,80,2,2,4,3
12123833,1,32,9,1,7,1
12123836,4,4,9,3,4,1
12123861,1,32,8,5,4,1
12123865,1,6,4,1,3,2
12123878,1,80,5,3,4,2
12123901,1,80,2,2,2,2
12123910,1,6,1,-2,5,3
12123927,1,32,10,7,10,1
12123946,1,5,10,6,5,1
12123950,1,32,5,3,4,2
12123952,1,32,8,3,3,1
12123955,1,97,10,2,5,1
12123976,1,80,3,1,2,1
12123980,1,32,9,4,6,1
12123981,4,4,6,4,4,2
12123989,4,4,2,0,3,0
12124017,1,6,1,-2,2,3
12124031,1,32,9,3,3,1
12124045,1,5,9,2,5,2
12124046,1,32,5,2,2,2
12124059,1,80,10,7,3,1
12124062,1,6,2,1,5,3
12124079,1,80,9,5,6,3
12124082,1,32,9,2,4,0
12124127,1,6,1,-2,4,3
12124138,1,5,9,5,6,4
12124141,1,6,1,-2,3,3
12124145,1,32,10,5,10,1
12124151,1,2,5,3,3,2
12124160,4,4,3,0,3,2
12124168,1,12,10,5,6,2
12124182,1,80,4,3,2,3
12124187,1,6,3,3,2,6
12124208,1,80,3,0,3,1
12124214,1,32,9,1,4,2
12124216,1,32,9,3,3,1
12124249,1,5,10,2,5,1
12124264,1,32,5,2,2,1
12124307,1,32,7,3,4,1
12124308,1,32,10,6,6,2
12124310,1,97,10,2,6,2
12124318,1,80,7,3,3,1
12124336,1,80,2,2,2,3
12124343,1,32,9,4,4,1
12124356,1,5,8,5,5,2
12124390,1,5,10,6,6,3
12124395,1,80,3,2,4,3
12124411,1,5,8,2,4,1
12124416,3,3,5,0,5,0
12124418,1,12,5,1,11,1
12124420,1,80,4,2,4,2
12124425,1,32,9,4,3,0
12124427,1,6,4,2,4,5
12124429,1,32,8,3,3,1
12124442,1,2,9,1,5,2
12124444,1,6,1,-2,3,5
12124449,1,32,8,2,2,2
12124466,1,32,8,2,3,2
12124469,1,32,10,4,8,2
12124473,1,5,8,1,6,3
12124502,1,80,4,2,3,2
12124516,1,80,5,0,3,2
12124526,4,4,10,5,5,2
12124529,1,97,9,5,7,2
12124538,2,32,7,3,2,0
12124544,1,6,2,1,9,3
12124554,1,32,10,4,6,1
12124564,1,97,9,2,7,1
12124567,1,80,4,2,3,2
12124607,4,4,10,2,5,1
12124628,1,96,1,-2,10,3
12124633,4,4,9,1,4,2
12124647,1,32,5,3,3,2
12124652,1,32,9,5,11,2
12124656,1,80,5,0,4,1
12124673,1,97,10,6,6,1
12124706,1,6,2,1,1,3
12124707,1,5,10,6,6,2
12124754,1,80,8,3,3,2
12124759,2,32,6,1,10,2
12124762,1,96,10,6,6,2
12124785,1,32,9,5,5,0
12124798,1,32,9,4,4,1
12124823,1,80,10,6,6,1
12124826,1,5,8,5,6,5
12124831,2,32,10,3,11,1
12124843,1,96,10,5,5,1
12124871,1,80,2,2,3,2
12124905,1,32,9,5,11,1
12124909,1,6,1,-2,4,2
12124918,1,12,5,3,10,2
12124926,1,80,4,3,3,2
12124928,1,80,5,1,3,2
12124939,1,6,1,-2,3,4
12124966,1,6,1,-2,2,6
12124988,1,6,1,-2,3,2
12124989,1,80,10,5,6,2
12125007,1,32,8,4,3,1
12125013,1,5,10,1,7,4
12125014,1,97,10,7,7,3
12125020,1,32,9,1,4,1
12125023,1,80,8,0,2,2
12125038,1,12,8,5,10,2
12125045,1,96,10,5,6,2
12125051,1,32,10,5,5,3
12125055,1,6,1,-2,4,4
12125065,1,32,8,1,3,3
12125069,1,80,3,2,4,2
12125074,4,4,3,0,2,0
12125085,2,32,10,7,11,0
12125102,1,32,10,5,11,2
12125112,1,5,8,4,4,1
12125115,1,80,1,-2,4,5
12125125,1,6,1,-2,6,2
12125132,1,90,9,4,4,1
12125138,1,32,7,3,4,3
12125143,1,80,4,2,4,4
12125148,4,4,8,2,4,3
12125153,1,5,8,5,5,2
12125164,1,80,3,3,3,2
12125178,4,4,2,2,8,3
12125180,1,6,4,2,3,2
12125203,2,80,2,2,2,2
12125216,1,32,8,1,4,2
12125217,1,80,8,4,3,1
12125254,2,32,9,5,11,2
12125262,1,32,10,6,6,1
12125305,1,5,8,3,5,3
12125314,1,32,9,5,6,1
12125316,4,4,8,0,4,1
12125330,1,5,9,4,6,2
12125333,1,80,2,1,3,2
12125334,1,5,9,2,4,1
12125365,1,80,2,3,4,4
12125377,1,2,9,4,5,0
12125390,3,3,2,1,10,4
12125430,1,80,2,2,2,4
12125432,1,6,1,-2,4,5
12125451,1,80,3,4,2,2
12125452,1,80,3,0,1,1
12125473,1,32,9,2,6,1
12125474,4,4,2,3,2,1
12125481,1,80,8,5,4,1
12125520,1,96,10,3,6,2
12125532,1,80,10,3,11,1
12125543,1,6,1,-2,9,6
12125550,4,4,9,5,5,2
12125551,1,80,9,1,9,1
12125556,1,5,10,6,6,1
12125560,1,96,10,5,5,1
12125568,4,4,10,5,6,1
12125587,1,80,8,1,2,2
12125599,1,32,10,6,11,1
12125602,4,4,9,1,5,3
12125606,1,32,9,5,5,2
12125608,1,80,1,-2,3,4
12125620,1,32,8,4,3,1
12125632,1,80,5,2,9,2
12125639,1,6,1,-2,3,2
12125643,1,80,10,7,11,2
12125677,1,80,10,5,6,3
12125678,1,80,3,0,2,1
12125683,1,32,9,1,4,1
12125685,1,6,8,0,6,2
12125692,1,80,5,2,4,1
12125696,2,80,10,5,6,2
12125698,1,32,10,0,4,0
12125704,1,12,3,3,9,3
12125713,1,80,8,5,3,3
12125721,1,80,2,2,6,2
12125738,1,32,8,4,3,1
12125755,1,80,2,-2,2,2
12125758,1,2,10,5,4,1
12125767,1,5,10,5,6,2
12125768,1,2,10,3,6,3
12125781,1,97,5,3,8,2
12125788,1,80,4,2,2,2
12125817,1,12,9,5,9,1
12125820,4,4,2,2,1,3
12125826,1,5,10,4,5,2
12125842,1,80,10,1,4,1
12125844,1,6,1,-2,4,3
12125856,1,32,9,2,6,1
12125857,1,32,5,3,3,2
12125861,4,4,10,5,4,1
12125867,1,5,10,4,5,1
12125874,1,80,5,2,3,2
12125903,1,80,5,5,3,1
12125915,1,5,8,2,5,3
12125924,1,6,2,1,3,3
12125932,1,80,5,2,11,1
12125944,1,80,3,3,4,3
12125947,1,97,10,6,5,1
12125958,1,32,9,1,4,1
12125972,1,5,10,6,5,3
12125973,1,80,3,1,2,4
12126025,1,32,4,2,11,3
12126038,1,6,1,-2,5,3
12126047,1,32,9,5,4,1
12126080,1,6,3,1,1,6
12126108,1,80,4,1,4,1
12126109,1,32,3,1,10,3
12126117,1,97,10,5,5,2
12126138,4,4,9,5,4,1
12126218,1,32,10,5,6,2
12126223,1,32,5,3,3,2
12126225,1,2,10,5,3,1
12126255,1,80,3,1,1,1
12126303,1,97,10,5,7,3
12126326,1,12,9,1,5,0
12126340,4,4,7,1,11,2
12126344,1,80,3,2,3,4
12126345,1,5,10,3,5,3
12126346,1,80,1,-2,4,3
12126351,1,80,3,2,6,1
12126352,1,32,8,1,3,1
12126377,1,5,10,2,6,1
12126392,1,80,3,2,3,1
12126419,1,80,3,2,2,1
12126430,1,6,1,-2,10,5
12126435,1,32,8,1,3,1
12126454,1,80,4,2,4,1
12126473,1,32,9,5,3,1
12126479,1,5,9,5,6,2
12126480,4,4,1,-2,1,4
12126484,1,80,9,3,3,1
12126500,1,80,2,2,3,2
12126506,1,6,1,-2,2,5
12126512,1,32,7,5,10,4
12126527,1,32,8,1,4,1
12126543,1,80,9,3,6,1
12126558,1,5,10,5,11,2
12126572,1,6,3,1,1,1
12126579,1,32,8,4,3,1
12126587,1,80,4,3,3,3
12126593,1,12,8,3,3,2
12126595,1,80,6,2,11,2
12126605,1,6,1,1,2,3
12126610,1,80,5,5,1,3
12126634,1,80,1,1,4,1
12126638,1,96,10,6,6,2
12126644,1,80,10,6,6,1
12126653,1,80,10,5,6,2
12126664,1,5,8,5,4,2
12126679,1,6,2,2,4,2
12126682,2,80,3,3,3,3
12126690,1,6,2,-2,3,2
12126754,1,6,1,-2,4,3
12126771,1,32,5,3,4,1
12126796,1,32,9,1,6,1
12126827,1,12,2,2,11,4
12126835,1,97,9,2,7,4
12126845,4,4,6,4,3,2
12126853,1,80,2,1,2,2
12126861,1,6,1,-2,4,3
12126870,2,80,9,4,6,2
12126884,1,96,10,6,6,1
12126888,1,80,3,3,2,1
12126889,4,4,4,1,3,2
12126899,1,96,9,6,6,2
12126911,1,6,1,-2,2,4
12126912,1,32,6,3,10,2
12126916,1,80,8,5,3,1
12126930,1,32,4,3,11,2
12126947,1,12,6,3,11,2
12126993,1,32,6,2,3,1
12126998,1,80,4,3,2,2
12127007,1,32,9,5,9,1
12127011,1,6,1,-2,3,3
12127013,3,3,9,5,6,1
12127016,1,32,9,5,5,0
12127029,1,97,10,7,11,2
12127038,1,32,8,2,3,1
12127090,4,4,7,1,4,1
12127091,2,32,10,7,11,1
12127118,1,6,1,-2,10,3
12127120,1,80,2,2,4,2
12127131,1,80,1,-2,3,4
12127136,1,80,9,5,3,1
12127151,1,97,10,6,5,2
12127163,1,96,3,2,10,3
12127164,1,80,5,1,4,2
12127166,1,5,9,5,4,1
12127190,1,32,10,5,2,1
12127197,1,32,5,4,3,2
12127198,1,32,8,1,4,1
12127211,1,2,10,3,6,1
12127230,1,2,4,3,1,2
12127233,1,32,9,5,4,2
12127261,1,97,10,6,6,2
12127264,1,80,8,1,4,1
12127284,1,97,10,6,5,2
12127289,4,4,2,-1,2,5
12127295,1,80,4,3,2,2
12127322,1,32,5,2,4,2
12127330,1,80,4,3,2,1
12127335,1,80,1,-2,3,2
12127343,1,80,4,2,4,3
12127363,1,6,1,-2,3,4
12127372,4,4,10,0,11,2
12127375,1,32,10,6,11,0
12127382,1,96,10,6,6,2
12127383,1,5,6,2,8,2
12127391,1,97,10,6,9,2
12127400,1,80,2,2,2,3
12127403,1,32,10,5,3,3
12127430,1,12,5,4,10,2
12127443,1,80,3,2,4,1
12127448,1,32,8,4,4,1
12127458,1,12,3,3,10,1
12127462,1,80,10,5,11,1
12127471,1,32,5,2,4,2
12127488,1,80,9,2,3,2
12127508,1,6,4,2,2,3
12127527,1,6,1,1,2,3
12127559,1,32,9,3,4,1
12127574,1,80,10,5,6,1
12127575,1,32,8,4,3,1
12127581,1,12,6,2,11,2
12127582,1,80,4,3,6,2
12127583,1,80,2,2,4,4
12127607,1,32,5,2,10,1
12127615,1,6,1,-2,3,3
12127616,1,32,8,5,11,1
12127636,4,4,3,2,1,2
12127657,1,6,2,2,1,4
12127667,1,6,1,-2,2,2
12127669,1,6,2,1,4,4
12127677,1,80,2,2,10,2
12127729,1,80,4,2,4,2
12127732,2,97,10,6,6,1
12127736,1,6,1,-2,3,6
12127763,1,32,9,2,10,1
12127777,1,96,10,4,6,1
12127780,1,32,8,3,4,1
12127785,1,6,1,-2,2,4
12127805,1,97,10,5,7,1
12127814,1,97,10,2,5,1
12127818,4,4,5,3,3,2
12127829,4,4,2,1,6,2
12127840,1,5,6,4,4,3
12127844,1,32,9,5,3,1
12127846,1,80,9,4,4,1
12127851,1,32,8,5,11,2
12127871,1,32,8,3,3,2
12127894,4,4,4,4,2,2
12127895,1,6,1,-2,2,4
12127911,1,32,9,5,10,1
12127931,1,6,1,-2,3,3
12127932,1,80,5,3,4,2
12127943,1,80,2,1,5,2
12127960,1,6,3,2,8,3
12127965,1,6,2,2,2,5
12127966,1,32,7,4,3,2
12127979,2,32,10,5,11,2
12127982,1,32,5,2,4,3
12127998,1,5,10,5,6,3
12128002,1,90,5,3,4,2
12128048,1,5,9,6,6,1
12128049,1,80,2,1,4,4
12128051,1,32,5,1,4,1
12128112,1,80,4,1,4,2
12128122,1,80,2,2,3,2
12128126,1,96,10,6,6,1
12128134,1,80,2,2,2,2
12128136,1,6,3,-2,10,2
12128163,4,4,10,3,6,1
12128182,4,4,8,3,2,2
12128186,1,32,8,2,4,2
12128207,1,80,5,2,4,1
12128261,1,32,7,1,4,1
12128275,1,6,1,-2,4,3
12128276,1,32,10,3,5,1
12128284,4,4,1,-2,4,0
12128337,1,6,3,1,4,3
12128344,1,32,8,4,4,1
12128376,1,80,2,2,1,2
12128378,1,96,10,6,6,2
12128380,1,6,2,2,2,4
12128398,1,80,2,1,3,3
12128403,1,12,10,7,6,2
12128414,1,80,3,1,6,3
12128421,1,80,4,3,2,1
12128427,1,80,2,0,3,1
12128433,1,97,10,6,5,2
12128437,4,4,6,4,2,1
12128444,1,2,9,2,6,1
12128447,1,12,10,5,11,2
12128504,1,80,3,2,2,2
12128515,1,97,8,0,3,1
12128526,1,5,9,5,6,3
12128544,1,97,10,4,6,2
12128548,1,32,8,2,3,1
12128550,1,12,9,2,3,3
12128554,1,5,8,5,5,1
12128574,1,80,3,3,4,1
12128580,1,97,10,2,7,1
12128581,1,6,1,-2,2,4
12128582,1,32,3,2,2,0
12128594,1,32,9,1,4,0
12128656,1,6,1,-2,3,3
12128659,1,32,5,2,3,3
12128678,1,80,2,2,6,2
12128679,3,3,9,2,4,2
12128690,1,97,10,6,7,1
12128691,1,80,2,1,2,2
12128695,1,2,10,2,5,1
12128704,1,6,2,1,2,6
12128711,1,32,3,2,10,2
12128724,1,80,3,1,4,1
12128725,1,6,1,-2,4,1
12128729,1,6,3,2,6,3
12128736,1,96,10,7,6,1
12128747,1,32,5,1,2,2
12128752,1,2,9,5,4,2
12128760,1,5,8,2,5,2
12128768,1,6,3,1,2,3
12128772,1,6,2,2,9,2
12128773,1,6,4,2,4,0
12128790,1,5,9,6,6,2
12128795,2,80,3,1,3,2
12128800,1,90,3,3,3,1
12128818,1,80,9,3,3,3
12128827,1,32,9,5,3,1
12128876,1,80,2,2,2,2
12128881,4,4,2,2,3,4
12128887,1,80,1,-2,6,2
12128897,1,6,3,1,4,2
12128904,1,80,2,2,1,2
12128913,1,32,10,5,6,1
12128932,1,32,8,5,4,1
12128933,1,6,2,1,1,3
12128935,1,80,3,3,1,2
12128951,1,12,5,2,5,1
12128962,1,12,2,3,8,2
12128977,1,5,9,4,6,2
12128981,1,2,10,1,3,2
12129006,1,32,9,2,4,1
12129039,4,4,2,2,2,3
12129041,1,97,10,6,5,2
12129048,1,5,9,4,6,2
12129064,1,5,9,4,7,2
12129065,1,32,10,4,4,2
12129074,1,5,8,3,11,2
12129081,1,32,10,7,11,3
12129083,1,80,2,2,2,2
12129084,1,32,5,3,4,1
12129094,1,5,8,4,5,2
12129102,1,5,9,2,6,1
12129106,1,32,9,5,6,2
12129116,1,32,8,1,4,2
12129132,1,32,5,1,3,2
12129137,1,97,10,4,6,1
12129141,1,32,9,4,4,2
12129161,4,4,8,3,4,1
12129184,1,90,4,1,2,2
12129206,1,32,9,2,4,1
12129229,1,32,8,5,4,1
12129246,2,80,4,4,3,2
12129261,1,32,9,4,6,1
12129267,1,2,10,6,6,1
12129273,1,32,9,4,5,2
12129296,1,80,5,1,2,6
12129310,1,6,1,-2,1,1
12129321,1,32,8,1,3,1
12129322,1,80,7,2,4,0
12129329,1,80,10,5,6,2
12129369,1,6,1,-2,3,3
12129371,1,5,6,2,4,3
12129385,1,5,10,6,5,2
12129388,1,80,3,2,2,3
12129395,1,80,4,2,4,1
12129413,1,96,10,7,6,2
12129435,1,80,4,2,4,1
12129441,1,32,9,4,3,1
12129446,1,32,9,4,5,1
12129456,2,32,10,7,11,1
12129457,1,80,8,3,3,2
12129471,1,12,5,3,10,2
12129484,1,6,2,3,8,1
12129510,1,32,9,4,3,1
12129531,1,32,9,5,6,1
12129540,1,2,9,3,5,2
12129557,1,12,5,2,10,2
12129560,3,3,1,-2,1,1
12129574,1,32,8,3,5,2
12129591,1,32,8,2,10,2
12129595,1,32,8,4,3,1
12129616,1,80,9,5,4,2
12129621,1,6,2,2,5,2
12129622,1,80,3,0,1,1
12129664,1,97,10,2,6,1
12129688,1,32,8,5,10,2
12129700,1,80,8,1,3,1
12129753,1,32,7,2,4,3
12129766,1,32,10,6,11,0
12129774,1,5,10,6,5,3
12129784,1,32,7,1,2,2
12129793,1,32,9,5,4,1
12129805,1,97,10,5,6,2
12129806,1,80,5,3,1,1
12129821,1,6,1,-2,1,4
12129856,1,32,10,5,5,1
12129863,1,5,9,5,5,2
12129876,1,80,8,4,5,1
12129882,1,5,9,5,6,3
12129897,1,32,10,6,11,1
12129923,4,4,2,1,3,1
12129927,1,96,10,6,6,1
12129947,1,5,8,3,4,3
12129957,1,5,8,3,5,2
12129973,4,4,3,2,1,2
12129978,4,4,9,1,6,2
12129988,1,32,6,2,3,1
12129999,1,80,4,4,4,2
12130001,1,80,2,1,2,2
