id,occupancy_status,unit_status,units_in_building,unit_floor,year_built,bedrooms
12110633,1,32,8,3,4,1
12110683,1,32,5,2,2,3
12110693,1,80,3,2,3,2
12110696,1,97,10,2,6,1
12110704,1,6,1,-2,4,3
12110705,1,80,5,2,3,1
12110708,1,80,2,1,3,2
12110722,1,32,9,3,4,0
12110751,1,80,3,3,3,2
12110777,1,32,5,3,11,2
12110785,1,32,8,1,3,1
12110786,1,80,5,2,4,2
12110789,1,2,10,5,3,2
12110791,1,80,8,4,11,1
12110807,1,97,9,1,11,1
12110811,1,32,7,4,3,2
12110819,1,80,4,3,2,2
12110828,1,32,5,3,4,1
12110839,1,32,9,1,4,1
12110845,1,6,2,2,4,3
12110846,1,90,3,2,3,1
12110856,1,6,3,2,6,3
12110865,1,80,5,3,3,1
12110868,1,80,3,2,3,2
12110888,1,32,9,1,4,2
12110893,1,5,10,6,6,1
12110901,1,5,8,2,8,2
12110905,1,32,8,4,3,1
12110914,1,80,1,-2,3,1
12110920,1,32,10,6,5,0
12110921,1,32,8,4,4,1
12110925,1,5,8,5,6,2
12110928,4,4,10,7,10,1
12110929,1,5,9,2,7,1
12110932,1,32,10,4,6,1
12110934,1,80,1,-2,1,3
12110960,1,32,8,1,3,1
12111003,1,96,9,6,6,3
12111009,1,6,1,-2,3,2
12111014,1,6,1,-2,4,4
12111027,1,32,8,3,4,1
12111038,1,32,9,5,3,2
12111081,1,5,9,5,4,3
12111083,1,6,1,-2,2,4
12111098,1,6,2,2,3,3
12111107,1,80,3,1,2,1
12111120,1,80,5,2,3,2
12111131,1,32,9,3,4,2
12111149,1,96,7,2,10,2
12111163,1,80,2,1,10,2
12111196,1,80,3,2,4,4
12111238,1,32,9,5,6,2
12111240,1,32,3,1,1,2
12111270,1,32,9,4,5,1
12111286,1,32,7,4,2,3
12111290,1,6,2,1,2,5
12111304,1,6,1,-1,3,4
12111309,1,5,8,5,5,2
12111355,1,32,9,5,3,4
12111364,1,80,7,1,2,0
12111367,1,80,3,1,10,2
12111375,1,80,5,4,4,2
12111377,1,12,7,5,10,3
12111396,1,80,2,0,2,0
12111398,1,32,5,3,1,2
12111401,1,5,8,4,4,3
12111437,1,32,4,1,3,2
12111442,1,6,1,-2,6,3
12111443,1,6,2,1,2,1
12111446,4,4,9,5,4,1
12111448,1,6,1,-2,10,3
12111458,1,80,9,6,6,1
12111459,1,97,10,5,9,1
12111460,1,6,2,2,2,4
12111476,1,6,2,2,6,3
12111481,4,4,8,3,5,3
12111482,4,4,4,1,2,1
12111485,1,80,9,5,3,1
12111512,1,6,1,-2,4,4
12111516,1,5,8,1,5,2
12111525,1,80,10,6,6,1
12111527,1,97,9,1,7,2
12111532,1,6,1,-2,4,3
12111543,1,5,8,1,4,2
12111557,4,4,5,3,2,3
12111566,1,6,1,-2,3,4
12111570,1,6,4,4,3,4
12111579,1,5,8,2,5,3
12111587,1,6,2,1,3,3
12111593,1,32,8,4,3,1
12111597,1,90,2,3,3,2
12111618,1,32,9,3,4,1
12111646,1,80,4,2,4,1
12111650,1,80,2,-2,2,2
12111654,1,80,2,1,2,2
12111656,4,4,9,1,5,2
12111661,4,4,5,3,10,2
12111666,2,32,10,7,11,1
12111668,1,97,9,4,7,2
12111697,4,4,2,2,2,2
12111700,1,80,4,4,4,2
12111735,1,32,9,3,3,1
12111746,1,32,9,2,3,1
12111765,1,32,8,3,3,1
12111768,4,4,3,3,11,2
12111798,1,5,10,5,5,1
12111805,1,32,8,3,4,3
12111812,1,2,10,5,5,1
12111820,1,6,1,-2,9,3
12111823,1,80,1,-2,3,2
12111824,4,4,3,1,5,1
12111850,1,5,10,3,6,2
12111851,1,80,10,6,6,1
12111857,1,80,2,0,2,2
12111868,1,80,3,1,2,5
12111882,1,32,10,5,11,2
12111896,1,32,8,5,5,1
12111908,1,32,6,3,4,1
12111914,1,32,7,5,10,4
12111940,1,6,1,-2,2,3
12111942,1,96,9,6,6,3
12111979,1,2,9,4,4,1
12111986,4,4,3,1,4,2
12111992,1,80,5,3,4,1
12112002,1,80,10,5,6,1
12112003,1,6,1,-2,3,3
12112049,1,5,10,2,5,2
12112052,1,80,2,1,1,1
12112058,1,80,10,5,6,1
12112069,1,80,3,1,2,2
12112078,1,32,5,2,8,3
12112081,1,80,4,2,4,1
12112102,1,80,10,6,6,2
12112122,1,6,1,-2,4,2
12112125,1,5,8,2,5,2
12112176,2,32,5,3,2,2
12112179,1,5,9,3,7,2
12112190,1,80,1,-2,4,5
12112204,1,5,9,4,6,1
12112245,1,12,8,2,10,1
12112249,1,97,9,3,3,1
12112274,1,6,3,2,6,6
12112311,1,32,5,3,8,4
12112312,1,12,10,5,10,1
12112319,1,6,1,2,2,2
12112337,1,6,1,-2,1,3
12112339,1,80,4,2,4,3
12112360,1,6,1,-2,5,2
12112382,1,80,8,4,3,3
12112405,1,6,4,1,4,2
12112407,1,80,2,2,2,1
12112408,1,96,10,6,6,1
12112411,1,97,10,6,5,3
12112418,1,97,9,5,7,1
12112442,1,80,3,2,4,3
12112443,1,5,10,3,6,4
12112452,1,80,2,2,4,2
12112454,1,32,5,2,2,1
12112461,1,32,10,1,4,1
12112472,1,6,1,-2,3,4
12112475,1,5,10,5,5,2
12112487,1,80,9,1,4,3
12112491,1,32,5,2,2,1
12112492,1,80,3,3,10,3
12112524,1,32,10,2,3,1
12112548,1,96,7,6,6,2
12112563,1,32,3,3,10,2
12112585,4,4,9,4,5,1
12112605,1,6,1,-2,5,6
12112608,1,80,5,3,10,1
12112609,1,6,1,-2,3,3
12112623,1,97,10,5,5,1
12112627,4,4,3,0,2,1
12112633,1,32,8,1,3,1
12112640,1,80,10,1,5,1
12112641,4,4,2,1,2,2
12112644,4,4,8,5,3,1
12112658,1,6,1,-2,3,3
12112660,1,80,5,4,3,2
12112661,1,2,10,5,6,1
12112705,1,12,5,4,10,1
12112729,1,6,1,-2,4,2
12112745,1,97,10,6,5,2
12112749,1,32,9,5,6,1
12112767,1,5,8,1,4,3
12112781,1,32,7,1,3,1
12112783,1,5,9,1,5,1
12112800,1,5,9,6,5,1
12112805,1,5,8,4,6,3
12112861,1,80,5,2,3,2
12112873,1,6,1,-2,4,2
12112876,1,5,8,1,6,1
12112915,1,5,9,3,5,3
12112927,1,32,10,7,6,1
12112936,1,32,10,5,2,1
12112944,1,80,4,1,11,2
12112954,1,32,5,3,3,1
12112955,1,5,8,1,6,2
12112960,1,96,10,6,6,2
12112961,2,80,3,0,2,0
12112962,4,4,1,-1,11,2
12112966,1,5,8,3,5,3
12112973,1,32,9,1,4,1
12112979,1,6,3,1,3,2
12112980,1,96,10,5,6,2
12113006,1,2,10,6,3,3
12113015,1,32,5,1,4,3
12113025,4,4,2,1,2,3
12113030,1,32,10,5,11,1
12113035,1,6,8,1,10,0
12113064,1,32,9,5,6,1
12113083,1,80,2,0,4,2
12113095,1,80,9,1,2,2
12113100,1,5,10,6,5,4
12113111,1,32,10,1,4,2
12113121,1,5,10,5,6,1
12113122,1,97,10,6,5,2
12113131,1,12,7,5,11,2
12113143,2,32,10,7,11,2
12113150,1,32,8,4,3,1
12113152,1,80,2,3,3,3
12113162,1,5,10,6,6,1
12113220,1,32,8,5,4,2
12113225,1,32,9,4,3,2
12113239,1,32,9,5,10,1
12113247,1,80,9,3,2,1
12113249,1,32,8,3,4,2
12113295,1,32,9,3,3,1
12113300,1,80,7,5,10,4
12113334,4,4,10,1,11,2
12113340,4,4,7,7,3,1
12113366,1,32,9,5,3,1
12113371,1,80,3,2,3,2
12113375,1,32,9,5,4,1
12113378,1,6,1,-2,4,4
12113379,1,32,5,2,4,2
12113389,1,97,9,5,5,3
12113411,1,5,6,1,4,1
12113412,1,32,10,6,3,2
12113423,1,12,10,5,3,2
12113425,1,80,2,0,2,2
12113434,2,80,3,3,1,2
12113465,1,80,7,3,3,0
12113473,1,97,10,5,5,3
12113492,1,80,10,5,6,1
12113501,1,32,5,3,2,1
12113507,4,4,6,2,2,1
12113510,1,32,8,4,3,1
12113522,1,5,10,5,5,2
12113523,1,32,10,7,11,2
12113529,1,80,2,2,2,2
12113535,1,6,1,-2,3,4
12113541,1,32,10,5,5,2
12113549,1,6,1,-2,6,2
12113559,1,32,5,4,3,2
12113563,1,5,10,5,6,1
12113581,1,6,1,1,3,3
12113586,1,32,8,1,4,1
12113587,1,80,2,2,5,2
12113620,1,5,9,1,6,1
12113621,1,80,4,2,4,2
12113641,1,80,4,3,2,1
12113651,1,32,8,2,10,1
12113652,1,32,7,3,2,2
12113660,1,6,1,-2,8,3
12113664,1,6,2,1,2,4
12113684,4,4,5,4,4,1
12113690,1,6,1,-2,3,3
12113713,1,32,6,3,8,2
12113732,1,80,10,4,5,1
12113767,1,5,10,5,6,1
12113772,1,80,9,1,10,3
12113786,1,6,2,2,1,2
12113789,1,32,10,3,8,1
12113792,1,80,3,3,3,3
12113800,1,6,1,-2,3,3
12113806,4,4,9,4,4,0
12113817,1,6,2,1,11,2
12113834,1,97,9,5,7,2
12113835,1,6,2,1,1,2
12113844,2,32,10,3,8,1
12113849,2,80,3,3,3,1
12113851,4,4,3,2,1,1
12113870,1,80,2,2,4,3
12113887,1,80,10,3,5,1
12113900,1,80,10,3,6,2
12113905,1,5,10,6,6,1
12113907,1,32,10,3,2,2
12113908,4,4,2,1,3,3
12113915,1,2,8,2,3,1
12113925,1,90,8,3,2,3
12113930,1,80,2,1,4,1
12113932,1,80,1,-2,2,3
12113939,1,6,2,2,9,2
12113947,1,6,1,-2,4,3
12113953,1,97,8,1,5,1
12113960,1,32,10,5,6,1
12113968,1,80,10,6,6,1
12113981,1,32,10,7,10,0
12113998,1,97,10,6,6,1
12114002,1,5,7,4,4,1
12114008,1,32,7,1,2,1
12114028,1,80,9,5,4,2
12114033,1,80,1,-2,3,2
12114035,1,32,5,2,3,2
12114046,1,80,1,-2,4,1
12114067,1,12,6,2,10,2
12114071,1,5,9,5,6,2
12114073,1,6,2,0,2,0
12114083,1,32,8,4,10,1
12114089,1,6,1,-2,3,3
12114090,1,5,9,4,5,2
12114115,4,4,5,2,4,2
12114119,1,80,3,1,3,2
12114147,1,80,8,2,1,3
12114148,4,4,8,3,3,2
12114184,1,80,10,6,6,0
12114188,1,32,5,3,4,1
12114205,1,80,4,1,4,2
12114215,1,32,5,2,4,2
12114228,1,5,10,5,5,2
12114248,4,4,8,5,11,2
12114271,1,80,9,1,3,2
12114273,1,32,9,4,4,2
12114291,1,5,10,6,5,2
12114292,1,32,5,5,10,2
12114307,1,80,9,3,3,1
12114308,1,32,8,3,3,1
12114316,1,32,7,1,2,2
12114317,1,80,3,2,10,2
12114322,1,96,3,2,10,3
12114326,1,5,6,2,4,4
12114329,1,2,9,3,6,1
12114334,1,80,2,-1,2,3
12114359,1,6,1,-2,11,3
12114369,1,32,5,2,4,2
12114391,1,80,2,1,4,1
12114404,1,80,4,0,4,2
12114410,1,32,10,2,4,1
12114415,1,32,5,1,11,2
12114418,1,80,2,2,3,3
12114421,1,5,8,5,6,2
12114432,1,32,8,3,4,2
12114434,1,32,9,2,5,1
12114435,1,5,9,5,11,1
12114437,1,32,10,6,11,2
12114442,1,80,2,2,2,2
12114459,1,32,8,5,10,2
12114462,1,97,10,6,7,2
12114464,1,32,8,4,3,3
12114472,1,97,10,3,6,2
12114473,1,97,10,5,5,2
12114475,1,32,10,3,11,1
12114477,1,32,10,2,8,1
12114501,1,32,5,1,4,2
12114518,1,32,9,5,6,2
12114539,1,32,9,3,5,1
12114549,1,5,10,4,4,2
12114561,1,12,9,5,5,2
12114569,1,80,10,6,5,1
12114575,1,97,10,2,5,3
12114583,1,6,2,1,2,3
12114591,1,2,10,4,6,1
12114601,4,4,2,2,8,2
12114602,1,97,10,6,7,1
12114603,1,80,6,3,1,3
12114613,1,32,10,5,11,2
12114632,1,32,5,2,10,2
12114635,1,32,5,1,4,3
12114642,1,32,7,2,2,2
12114667,1,32,9,5,10,2
12114687,1,6,2,1,6,3
12114692,1,80,2,-2,9,3
12114694,1,5,5,2,8,3
12114701,1,5,8,5,5,3
12114711,1,6,1,-2,3,5
12114725,1,80,5,1,4,2
12114726,1,2,10,2,5,1
12114737,1,5,10,2,5,1
12114738,2,80,2,1,4,2
12114752,1,32,8,-1,2,1
12114759,1,90,7,4,1,1
12114761,1,97,5,0,7,3
12114762,1,6,2,1,1,3
12114765,1,6,1,-2,2,5
12114768,1,6,1,-2,2,4
12114770,1,80,3,2,5,5
12114790,1,5,9,6,6,2
12114794,1,32,8,2,3,2
12114807,1,32,8,3,3,2
12114808,1,32,8,1,10,2
12114819,1,80,1,-2,4,3
12114841,1,6,1,-2,4,3
12114847,1,5,10,5,5,1
12114889,1,32,7,1,2,1
12114895,1,80,3,2,3,1
12114900,1,6,2,1,1,6
12114908,1,97,10,5,7,2
12114922,1,32,5,4,4,2
12114923,1,5,10,6,6,1
12114930,1,80,2,2,3,2
12114947,1,32,7,4,4,2
12114975,1,6,2,2,10,3
12114987,1,2,9,5,4,2
12115000,4,4,4,2,4,2
12115032,1,97,10,3,5,2
12115061,1,97,10,3,11,4
12115067,2,80,4,3,1,2
12115073,1,32,9,1,5,2
12115106,1,12,7,2,10,3
12115108,1,32,8,1,3,2
12115115,4,4,1,-2,3,2
12115117,1,32,8,1,4,0
12115120,1,80,2,1,4,1
12115124,1,2,10,6,6,2
12115163,1,80,10,6,6,1
12115170,1,32,9,3,3,1
12115171,1,80,2,1,6,2
12115190,1,32,8,1,2,1
12115191,1,80,3,3,10,3
12115218,1,80,3,2,2,2
12115238,1,97,10,6,6,1
12115245,1,6,2,2,3,3
12115249,1,32,6,5,10,3
12115252,1,80,4,2,2,1
12115258,1,32,9,5,4,2
12115270,1,32,10,1,4,1
12115315,1,32,8,1,3,1
12115328,1,80,8,1,10,2
12115332,1,90,4,2,4,1
12115334,1,80,2,2,4,2
12115339,1,97,10,2,7,1
12115346,1,80,2,2,3,2
12115356,1,32,8,2,3,2
12115407,2,80,2,2,4,2
12115417,1,80,2,2,2,2
12115444,1,32,10,4,10,1
12115454,4,4,3,-1,3,2
12115460,1,6,1,-2,8,3
12115471,1,97,10,6,7,1
12115498,1,97,8,1,3,2
12115547,1,5,8,5,5,1
12115561,1,80,2,3,3,1
12115571,1,32,10,6,3,0
12115573,1,32,8,4,10,1
12115600,1,32,8,4,4,2
12115616,1,32,7,2,2,2
12115624,1,80,4,1,4,1
12115625,1,6,3,1,4,3
12115627,1,80,10,5,5,1
12115634,1,32,9,4,3,1
12115640,1,97,10,6,5,3
12115652,1,2,6,3,3,1
12115659,1,32,10,5,10,1
12115666,1,97,10,5,9,1
12115667,1,32,5,1,4,1
12115706,1,6,1,-2,4,3
12115709,1,32,5,1,4,1
12115748,4,4,5,1,2,2
12115749,1,5,8,5,4,2
12115756,1,80,2,2,2,1
12115772,1,6,9,2,6,0
12115777,1,32,9,4,6,2
12115782,1,12,3,2,5,3
12115795,1,32,9,5,8,0
12115798,1,32,8,3,3,1
12115803,1,96,10,7,6,2
12115806,1,32,9,5,4,3
12115814,1,6,3,2,6,3
12115827,1,80,2,1,6,1
12115861,1,32,10,2,11,2
12115862,1,32,5,1,4,1
12115897,1,32,7,4,2,3
12115922,1,80,4,2,11,1
12115929,1,6,1,-2,3,4
12115931,1,32,9,2,3,1
12115949,4,4,3,2,1,2
12115961,1,32,9,5,7,3
12115964,1,32,8,5,10,2
12115983,1,6,4,3,2,2
12116014,1,32,7,3,10,1
12116051,1,32,8,5,10,4
12116085,1,80,2,2,1,2
12116089,1,32,10,6,7,1
12116103,1,5,8,1,4,2
12116113,3,3,3,3,6,3
12116114,1,5,9,4,5,2
12116117,1,80,9,2,3,1
12116128,1,80,10,5,11,0
12116153,4,4,4,2,4,2
12116155,1,80,8,4,2,2
12116159,1,32,8,4,2,1
12116160,1,32,9,4,5,1
12116180,1,80,4,1,4,2
12116188,1,32,8,4,4,2
12116200,4,4,1,-2,4,2
12116212,4,4,4,1,3,1
12116226,1,32,9,3,4,0
12116241,1,6,1,-2,4,2
12116267,1,80,4,1,4,2
12116284,1,2,10,6,5,1
12116339,1,80,2,1,3,3
12116353,1,2,8,1,4,1
12116365,1,32,8,3,10,2
12116379,1,5,8,2,4,2
12116392,1,80,10,3,6,2
12116423,1,80,3,3,6,3
12116441,1,2,4,1,8,0
12116450,1,32,9,2,6,2
12116452,1,32,7,2,1,1
12116454,1,32,7,4,4,1
12116482,1,32,9,5,6,1
12116484,1,32,9,2,2,2
12116497,1,5,10,2,6,1
12116500,1,80,4,1,4,2
12116503,1,5,10,5,5,2
12116505,1,80,9,1,9,1
12116520,1,80,3,1,10,3
12116525,1,2,9,3,4,2
12116534,1,80,10,5,6,1
12116544,1,2,7,1,3,2
12116547,1,12,6,2,10,2
12116551,1,5,9,5,6,2
12116565,1,32,8,1,2,0
12116572,1,6,1,-2,2,4
12116585,2,80,1,-2,3,2
12116597,3,3,2,2,1,4
12116612,1,6,2,1,2,3
12116613,1,32,4,1,4,2
12116632,1,5,9,5,6,1
12116643,2,80,2,2,3,2
12116654,1,32,8,1,1,2
12116688,1,80,5,2,3,1
12116694,1,32,8,1,3,1
12116698,1,32,9,1,3,2
12116703,1,80,5,1,4,2
12116722,1,32,8,3,3,1
12116734,1,97,10,2,6,2
12116735,1,80,2,2,10,4
12116754,1,5,5,1,8,1
12116768,1,80,10,2,3,1
12116771,1,97,10,6,6,2
12116774,1,32,5,2,4,2
12116779,1,80,2,1,4,2
12116780,1,12,8,3,1,2
12116791,1,97,10,5,7,1
12116799,1,80,2,2,4,1
12116828,4,4,1,-2,3,3
12116832,1,6,2,1,6,2
12116833,1,5,8,1,11,2
12116846,2,32,7,4,3,1
12116855,1,80,2,2,10,3
12116867,1,97,10,5,5,3
12116879,1,5,9,1,5,1
12116886,1,32,10,1,6,1
12116892,1,2,8,5,5,2
12116894,1,80,4,1,4,1
12116905,1,32,9,5,10,1
12116911,1,32,8,2,3,2
12116912,4,4,10,5,7,1
12116914,1,97,10,3,5,1
12116916,1,80,3,3,1,2
12116941,1,80,2,1,6,2
12116942,2,80,10,5,6,2
12116947,1,80,5,3,3,1
12116952,1,96,10,7,6,2
12116958,1,32,5,3,11,1
12116960,1,32,7,3,3,0
12116969,1,80,1,-2,4,3
12116994,1,2,8,5,5,3
12116996,4,4,10,2,11,1
12116997,1,32,10,1,4,1
12117018,1,6,2,2,5,3
12117021,1,80,9,3,6,1
12117031,1,6,1,-2,4,4
12117034,1,5,10,6,6,1
12117035,1,2,8,1,4,1
12117037,1,5,9,2,6,2
12117067,1,80,3,2,3,1
12117113,1,32,5,2,4,4
12117122,1,80,8,2,3,1
12117126,1,97,10,6,6,2
12117135,1,80,3,3,2,1
12117136,4,4,6,-1,11,0
12117154,1,6,1,-2,3,3
12117186,1,32,9,2,11,1
12117207,1,80,3,3,2,2
12117210,1,5,8,4,5,2
12117243,2,32,8,1,10,2
12117249,4,4,2,2,3,3
12117267,1,32,9,3,4,2
12117279,1,80,2,2,10,3
12117286,4,4,4,3,1,2
12117303,1,80,4,2,4,2
12117306,1,32,3,2,10,1
12117307,1,97,10,5,5,1
12117312,1,80,5,3,1,3
12117318,1,5,9,2,6,2
12117331,4,4,8,3,2,3
12117342,1,5,4,5,6,1
12117360,1,32,8,3,4,2
12117378,1,6,1,-2,3,3
12117385,1,96,10,6,6,3
12117388,1,2,9,5,4,1
12117400,1,32,10,1,11,0
12117408,1,80,4,0,2,1
12117410,1,80,6,2,4,2
12117469,1,80,10,6,5,3
12117471,1,32,7,1,2,1
12117477,1,97,10,6,6,2
12117512,1,32,8,3,4,1
12117520,1,6,1,-2,4,2
12117536,1,32,3,1,4,2
12117539,1,80,2,2,2,3
12117578,1,90,8,3,4,1
12117585,1,80,3,2,4,2
12117587,1,32,8,5,5,3
12117588,1,80,8,4,4,2
12117590,1,97,10,4,7,1
12117617,1,97,4,0,7,4
12117633,1,6,2,2,2,2
12117668,1,32,9,3,5,1
12117669,1,12,9,3,10,3
12117670,1,32,8,2,3,2
12117675,1,2,9,5,4,1
12117700,1,6,2,2,6,4
12117714,1,5,10,5,6,2
12117715,1,32,9,5,6,0
12117741,1,80,3,1,5,2
12117749,1,32,8,4,3,3
12117750,1,97,10,2,5,1
12117768,1,97,10,4,6,1
12117783,1,6,2,2,5,3
12117787,1,12,10,4,5,2
12117791,1,80,2,2,1,3
12117792,1,80,2,-2,3,2
12117798,1,2,9,5,5,1
12117808,1,32,6,5,4,1
12117812,1,6,1,-2,6,5
12117814,1,2,8,5,2,2
12117823,1,80,10,6,7,3
12117826,3,3,8,3,10,2
12117843,1,6,2,1,1,2
12117900,4,4,3,2,1,5
12117902,1,5,8,-2,5,3
12117906,1,5,9,3,5,2
12117907,1,96,8,2,11,3
12117930,1,80,3,2,9,1
12117943,2,80,4,0,4,0
12117949,1,12,9,3,4,1
12117964,1,80,2,2,3,2
12118011,1,32,10,3,10,2
12118031,1,6,1,1,2,4
12118048,1,80,3,1,5,1
12118052,1,32,7,4,1,1
12118066,1,32,10,-1,11,1
12118073,1,5,10,6,5,2
12118076,1,80,1,-2,2,2
12118089,1,32,8,1,5,1
12118095,1,97,10,5,7,1
12118100,1,80,2,-2,3,2
12118108,1,32,9,1,5,1
12118123,2,5,10,5,6,1
12118124,1,90,9,3,4,1
12118130,1,5,9,4,6,2
12118138,1,6,2,2,2,2
12118144,1,12,3,2,10,3
12118149,1,32,9,3,3,1
12118156,1,32,9,2,3,1
12118176,1,32,6,2,3,2
12118202,1,80,8,5,4,1
12118211,1,32,7,2,9,2
12118214,1,32,10,3,3,2
12118244,1,6,2,1,6,2
12118281,1,80,5,2,3,2
12118283,1,80,3,1,2,2
12118294,1,32,8,4,10,3
12118302,1,6,2,1,10,5
12118304,1,32,8,5,10,1
12118305,1,32,6,4,10,2
12118312,4,4,10,5,5,1
12118320,1,80,3,2,10,1
12118328,1,80,3,3,3,1
12118340,1,6,1,-2,2,4
12118343,1,90,4,2,1,1
12118355,1,6,5,2,11,2
12118371,4,4,10,6,6,3
12118379,1,32,10,6,11,0
12118381,1,32,8,5,4,1
12118400,1,32,8,1,3,2
12118421,1,12,8,4,10,3
12118435,1,12,5,2,10,2
12118465,1,6,3,2,2,3
12118467,1,80,2,2,5,2
12118526,1,32,5,3,11,2
12118560,1,32,5,3,3,2
12118562,1,80,1,-2,4,2
12118589,1,97,10,5,5,2
12118594,4,4,9,5,10,1
12118604,1,12,2,1,2,2
12118605,1,6,1,-2,3,3
12118618,1,32,7,3,3,1
12118623,1,6,1,-2,4,5
12118638,1,80,4,2,6,2
12118642,1,5,10,5,6,2
12118647,1,80,4,2,8,2
12118651,1,6,1,-2,3,4
12118665,1,80,4,0,4,0
12118686,4,4,3,3,2,1
12118695,1,80,4,1,4,1
12118697,1,32,9,2,3,1
12118706,1,32,9,5,4,1
12118725,4,4,4,1,2,1
12118735,1,32,9,5,4,1
12118738,4,4,9,3,7,2
12118783,1,32,8,1,3,1
12118786,1,80,2,2,4,3
12118797,1,80,5,4,4,1
12118827,2,32,10,6,11,1
12118844,1,80,8,5,2,2
12118851,1,6,1,-2,4,3
12118855,1,6,1,-2,3,5
12118877,1,80,2,1,5,2
12118884,1,5,10,6,11,1
12118906,1,97,10,4,6,2
12118940,1,80,2,1,3,2
12118958,1,80,10,5,1,1
12118984,4,4,2,1,9,1
12119006,1,97,10,6,6,2
12119014,1,2,8,5,4,1
12119058,1,96,3,1,10,2
12119090,1,2,6,3,3,2
12119105,1,6,1,-2,3,3
12119122,1,6,1,-2,1,5
12119126,1,5,8,3,5,2
12119132,1,32,10,2,6,2
12119148,1,6,2,2,5,4
12119151,1,32,8,2,4,2
12119200,1,97,9,6,9,3
12119214,1,80,7,3,3,2
12119216,1,32,5,2,4,3
12119218,1,12,10,3,2,2
12119231,1,80,3,1,1,3
12119233,1,80,10,1,6,1
12119239,1,32,5,3,4,3
12119257,1,97,10,6,5,1
12119258,1,80,10,5,6,1
12119260,1,80,2,2,4,4
12119289,1,6,1,-2,2,5
12119292,1,6,2,2,4,3
12119293,1,97,5,2,8,2
12119301,1,12,9,5,10,1
12119310,1,96,10,4,7,2
12119331,2,32,5,4,4,0
12119342,2,32,8,1,4,1
12119346,1,6,2,2,3,4
12119354,1,32,8,2,3,2
12119364,1,80,5,3,2,2
12119369,1,97,10,6,9,1
12119372,1,32,10,6,11,2
12119383,1,5,9,3,5,3
12119387,1,32,6,2,2,1
12119393,1,32,10,5,11,1
12119397,1,6,3,1,4,3
12119398,1,32,8,4,2,2
12119415,4,4,8,2,10,1
12119421,4,4,1,-2,2,1
12119429,1,80,5,2,2,3
12119496,1,80,3,2,3,2
12119508,1,97,10,3,7,2
12119515,1,6,2,2,3,3
12119517,2,97,9,2,7,2
12119526,1,96,10,6,6,2
12119560,1,32,8,3,4,2
12119575,1,97,10,5,6,1
12119576,1,6,2,2,5,2
12119593,1,6,1,-2,3,5
12119629,1,80,8,2,4,1
12119635,1,6,2,1,3,2
12119639,1,80,3,3,6,3
12119641,1,97,10,3,6,0
12119690,1,80,1,-2,3,2
12119697,1,80,4,3,3,1
12119704,1,6,1,-2,3,3
12119708,1,32,8,3,3,1
12119715,1,32,8,5,5,1
12119736,1,96,10,1,6,2
12119782,1,32,9,5,3,1
12119796,1,5,8,1,5,3
12119806,1,80,3,2,3,1
12119818,4,4,5,3,3,3
12119825,1,96,10,5,5,2
12119845,1,32,3,1,5,3
12119853,1,80,2,1,1,1
12119859,1,32,8,3,4,2
12119864,1,32,10,5,11,2
12119880,1,32,9,5,5,1
12119900,1,2,9,2,5,2
12119935,1,97,10,5,7,1
12119953,1,97,10,5,7,1
12119959,2,80,7,2,4,0
12119965,1,5,9,2,6,2
12119970,4,4,9,1,2,1
12119992,1,32,5,2,4,1
12120006,1,32,8,1,1,1
12120011,1,32,8,4,3,2
12120027,1,5,10,2,6,2
12120048,1,80,3,3,2,2
12120049,1,80,3,0,3,1
12120061,1,80,10,5,10,2
12120074,1,32,5,3,2,2
12120088,1,80,4,1,6,2
12120099,1,80,3,1,2,1
12120102,4,4,1,-2,2,2
12120110,1,80,1,-2,3,2
12120134,4,4,10,5,8,2
12120137,1,6,4,2,1,3
12120142,1,6,1,-2,3,5
12120161,1,80,9,3,5,0
12120167,1,80,4,1,2,2
12120179,1,6,1,-2,1,3
12120180,1,80,2,2,3,3
12120181,1,32,10,5,4,1
12120184,1,32,8,3,4,1
12120185,1,80,2,2,3,2
12120189,2,97,5,4,5,2
12120218,1,5,8,3,5,2
12120221,1,32,9,1,3,1
12120263,1,5,10,4,4,1
12120264,1,5,10,5,5,3
12120277,1,80,10,5,6,1
12120280,1,6,1,-2,4,4
12120286,4,4,5,1,4,2
12120288,1,32,5,2,3,2
12120303,1,80,2,2,2,2
12120317,1,80,3,2,4,2
12120326,1,97,1,-2,5,4
12120338,1,32,7,3,2,2
12120346,1,6,1,-2,3,4
12120353,1,80,1,-2,4,3
12120366,1,80,2,-2,4,2
12120402,1,80,3,2,2,3
12120416,1,32,6,3,4,1
12120437,1,80,3,3,4,2
12120446,1,32,10,5,6,1
12120485,1,32,5,3,2,2
12120493,1,6,2,2,4,3
12120508,1,32,9,5,4,1
12120515,1,32,8,4,3,1
12120524,1,5,10,5,8,1
12120561,1,80,4,1,3,2
12120563,1,5,9,2,6,3
12120567,1,80,4,2,2,3
12120597,1,6,1,-2,3,5
12120604,1,32,10,5,5,2
12120607,1,6,1,-2,3,4
12120610,1,97,2,1,7,3
12120617,1,6,2,1,1,2
12120625,1,80,4,2,3,2
12120631,1,12,5,1,2,1
12120633,1,80,4,3,2,1
12120650,1,32,8,2,4,2
12120653,1,80,3,0,1,2
12120665,1,32,10,5,6,0
12120673,1,2,8,1,3,1
12120686,1,6,1,-2,2,2
